,close,date,high,low,open,quoteVolume,volume,weightedAverage
0,9812.12121208,1511845200,9812.12121212,9780,9798,48.7606736,477858.6796357,9800.08364026
1,9800.00000007,1511845500,9846.36517662,9799.98999903,9799.98999903,66.19392731,650469.10229559,9826.71868446
2,9821.7509997,1511845800,9829.99999998,9789.54,9800.00000007,28.0486295,275111.84081917,9808.3879934
3,9807.99999978,1511846100,9829.99999999,9807.62726675,9821.75099967,28.95773253,284360.65198154,9819.85214784
4,9814.99999999,1511846400,9815,9792.28613072,9813.99999999,22.12209535,216827.05446718,9801.37961783
5,9825.17482452,1511846700,9840,9788.423,9814.99999999,44.67022383,438693.1156663,9820.70556296
6,9821.99999994,1511847000,9824,9804.2036129,9824,10.94713374,107411.95867866,9811.87964171
7,9840,1511847300,9840,9812.62500021,9812.62500021,11.97623492,117655.29821393,9824.06399004
8,9849,1511847600,9849,9836.66666684,9840,15.05910215,148279.3146423,9846.49105672
9,9860,1511847900,9860,9846.99999988,9849,37.30254297,367481.9332689,9851.39092432
10,9868.99999973,1511848200,9869,9858.999,9859.99999997,15.28857974,150778.09117133,9862.13852009
11,9862.00000014,1511848500,9874.00000007,9859.99999999,9868.99999973,31.97949311,315573.70410714,9868.00206687
12,9829.99999956,1511848800,9873.83551303,9812.11347658,9862.00000017,27.69194329,272664.40173387,9846.34407482
13,9865.00000003,1511849100,9878,9816.98911003,9816.98911003,25.17910356,248261.27333119,9859.81382298
14,9875,1511849400,9875,9850.00000082,9865.00000003,13.55200116,133659.05996137,9862.68067596
15,9875.61,1511849700,9879.00000023,9850.99999988,9875.00000042,38.42354123,379333.43996489,9872.42268208
16,9840.99999975,1511850000,9878,9825.57946003,9875.60999997,36.95449333,364039.72932171,9851.02748049
17,9859,1511850300,9866.69399997,9831.99999989,9840.99999975,21.70369882,213845.60968612,9852.95692958
18,9879.00000022,1511850600,9879.00000022,9842,9859.00000004,28.52572572,281297.68050887,9861.1927798
19,9858.82874518,1511850900,9879.00000023,9830,9869.9999998,23.78642679,234222.47593402,9846.8962153
